delivery_id,order_id,delivery_status,delivery_time,rider_id
35303,35303,Delivered,19 mins,56
35304,35304,In Transit,93 mins,91
35305,35305,Delivered,64 mins,318
35306,35306,Delivered,39 mins,447
35307,35307,Not Delivered,46 mins,198
35308,35308,Not Delivered,65 mins,56
35309,35309,Delivered,73 mins,167
35310,35310,Not Delivered,107 mins,43
35311,35311,In Transit,19 mins,278
35312,35312,In Transit,70 mins,338
35313,35313,Delivered,71 mins,421
35314,35314,Not Delivered,33 mins,5
35315,35315,Delivered,21 mins,19
35316,35316,Not Delivered,16 mins,258
35317,35317,Not Delivered,26 mins,340
35318,35318,In Transit,80 mins,399
35319,35319,Not Delivered,112 mins,45
35320,35320,Delivered,22 mins,456
35321,35321,In Transit,19 mins,356
35322,35322,In Transit,77 mins,288
35323,35323,Delivered,100 mins,6
35324,35324,In Transit,46 mins,485
35325,35325,Delivered,99 mins,31
35326,35326,Delivered,73 mins,301
35327,35327,In Transit,56 mins,256
35328,35328,In Transit,71 mins,19
35329,35329,In Transit,104 mins,133
35330,35330,In Transit,34 mins,51
35331,35331,Not Delivered,110 mins,284
35332,35332,Not Delivered,75 mins,230
35333,35333,Delivered,73 mins,283
35334,35334,In Transit,88 mins,360
35335,35335,Not Delivered,31 mins,234
35336,35336,Not Delivered,67 mins,319
35337,35337,Delivered,41 mins,84
35338,35338,Not Delivered,77 mins,251
35339,35339,Delivered,25 mins,51
35340,35340,In Transit,23 mins,212
35341,35341,Delivered,94 mins,239
35342,35342,Not Delivered,101 mins,226
35343,35343,Not Delivered,106 mins,486
35344,35344,In Transit,80 mins,288
35345,35345,In Transit,89 mins,207
35346,35346,Delivered,27 mins,359
35347,35347,In Transit,95 mins,166
35348,35348,Delivered,81 mins,372
35349,35349,Delivered,97 mins,215
35350,35350,Not Delivered,23 mins,129
35351,35351,Not Delivered,40 mins,340
35352,35352,Delivered,30 mins,351
35353,35353,Delivered,111 mins,386
35354,35354,In Transit,99 mins,240
35355,35355,In Transit,94 mins,185
35356,35356,In Transit,50 mins,267
35357,35357,Delivered,40 mins,388
35358,35358,Delivered,45 mins,121
35359,35359,In Transit,27 mins,369
35360,35360,In Transit,48 mins,15
35361,35361,Delivered,28 mins,37
35362,35362,Delivered,61 mins,386
35363,35363,In Transit,85 mins,167
35364,35364,In Transit,28 mins,230
35365,35365,In Transit,81 mins,277
35366,35366,Delivered,30 mins,353
35367,35367,Not Delivered,69 mins,472
35368,35368,In Transit,58 mins,247
35369,35369,Delivered,61 mins,442
35370,35370,Not Delivered,34 mins,127
35371,35371,Delivered,93 mins,185
35372,35372,Not Delivered,107 mins,250
35373,35373,Delivered,25 mins,151
35374,35374,Delivered,88 mins,68
35375,35375,In Transit,110 mins,110
35376,35376,In Transit,113 mins,217
35377,35377,In Transit,63 mins,440
35378,35378,Delivered,18 mins,25
35379,35379,In Transit,59 mins,227
35380,35380,Not Delivered,72 mins,18
35381,35381,Not Delivered,35 mins,29
35382,35382,Delivered,82 mins,476
35383,35383,Not Delivered,69 mins,84
35384,35384,Not Delivered,95 mins,104
35385,35385,Not Delivered,24 mins,447
35386,35386,In Transit,104 mins,364
35387,35387,In Transit,15 mins,47
35388,35388,In Transit,36 mins,219
35389,35389,Not Delivered,99 mins,491
35390,35390,Not Delivered,47 mins,385
35391,35391,In Transit,45 mins,4
35392,35392,In Transit,82 mins,241
35393,35393,In Transit,107 mins,239
35394,35394,Delivered,116 mins,191
35395,35395,Not Delivered,62 mins,182
35396,35396,In Transit,59 mins,227
35397,35397,Delivered,35 mins,239
35398,35398,In Transit,100 mins,237
35399,35399,Not Delivered,68 mins,461
35400,35400,Delivered,78 mins,189
35401,35401,Delivered,75 mins,347
35402,35402,Delivered,119 mins,24
35403,35403,Delivered,85 mins,346
35404,35404,In Transit,82 mins,312
35405,35405,In Transit,119 mins,196
35406,35406,Not Delivered,55 mins,173
35407,35407,Delivered,31 mins,307
35408,35408,Delivered,93 mins,333
35409,35409,Delivered,67 mins,444
35410,35410,Delivered,100 mins,482
35411,35411,Not Delivered,117 mins,440
35412,35412,Not Delivered,53 mins,497
35413,35413,Not Delivered,41 mins,12
35414,35414,In Transit,120 mins,216
35415,35415,Not Delivered,78 mins,160
35416,35416,Not Delivered,60 mins,339
35417,35417,Not Delivered,81 mins,113
35418,35418,Delivered,105 mins,288
35419,35419,Not Delivered,101 mins,1
35420,35420,Not Delivered,97 mins,199
35421,35421,Not Delivered,23 mins,44
35422,35422,Not Delivered,18 mins,15
35423,35423,Delivered,103 mins,326
35424,35424,Delivered,45 mins,395
35425,35425,Delivered,119 mins,201
35426,35426,Delivered,75 mins,295
35427,35427,Delivered,33 mins,488
35428,35428,Not Delivered,106 mins,362
35429,35429,Delivered,59 mins,262
35430,35430,In Transit,49 mins,473
35431,35431,In Transit,119 mins,414
35432,35432,Not Delivered,57 mins,260
35433,35433,In Transit,37 mins,350
35434,35434,Not Delivered,76 mins,316
35435,35435,Delivered,25 mins,218
35436,35436,Delivered,78 mins,434
35437,35437,In Transit,53 mins,325
35438,35438,In Transit,28 mins,6
35439,35439,In Transit,16 mins,41
35440,35440,Not Delivered,45 mins,334
35441,35441,Delivered,57 mins,322
35442,35442,Delivered,76 mins,303
35443,35443,In Transit,50 mins,387
35444,35444,Delivered,77 mins,498
35445,35445,Not Delivered,99 mins,430
35446,35446,Not Delivered,63 mins,468
35447,35447,In Transit,22 mins,384
35448,35448,In Transit,58 mins,456
35449,35449,Not Delivered,46 mins,161
35450,35450,In Transit,88 mins,249
35451,35451,Delivered,91 mins,250
35452,35452,In Transit,46 mins,218
35453,35453,Not Delivered,108 mins,39
35454,35454,Not Delivered,68 mins,151
35455,35455,Delivered,28 mins,180
35456,35456,In Transit,30 mins,39
35457,35457,Not Delivered,85 mins,491
35458,35458,Delivered,114 mins,10
35459,35459,In Transit,109 mins,246
35460,35460,Delivered,80 mins,29
35461,35461,Delivered,92 mins,466
35462,35462,In Transit,85 mins,33
35463,35463,In Transit,81 mins,497
35464,35464,In Transit,106 mins,48
35465,35465,Not Delivered,99 mins,218
35466,35466,Delivered,31 mins,324
35467,35467,In Transit,52 mins,359
35468,35468,In Transit,33 mins,401
35469,35469,Not Delivered,55 mins,196
35470,35470,Delivered,113 mins,229
35471,35471,In Transit,34 mins,190
35472,35472,Not Delivered,19 mins,242
35473,35473,In Transit,18 mins,20
35474,35474,In Transit,20 mins,460
35475,35475,Delivered,120 mins,74
35476,35476,Delivered,94 mins,416
35477,35477,Delivered,120 mins,315
35478,35478,Delivered,79 mins,454
35479,35479,In Transit,68 mins,193
35480,35480,Not Delivered,105 mins,282
35481,35481,Delivered,27 mins,128
35482,35482,Not Delivered,75 mins,281
35483,35483,Delivered,84 mins,46
35484,35484,Not Delivered,58 mins,419
35485,35485,In Transit,35 mins,481
35486,35486,Not Delivered,83 mins,116
35487,35487,In Transit,93 mins,332
35488,35488,Delivered,34 mins,267
35489,35489,Not Delivered,84 mins,111
35490,35490,Delivered,104 mins,251
35491,35491,Not Delivered,52 mins,214
35492,35492,In Transit,98 mins,259
35493,35493,Not Delivered,58 mins,297
35494,35494,Not Delivered,71 mins,109
35495,35495,In Transit,44 mins,161
35496,35496,Delivered,64 mins,226
35497,35497,In Transit,51 mins,379
35498,35498,Not Delivered,117 mins,121
35499,35499,Delivered,103 mins,419
35500,35500,In Transit,26 mins,112
35501,35501,Delivered,101 mins,391
35502,35502,Delivered,67 mins,391
35503,35503,Delivered,106 mins,119
35504,35504,In Transit,21 mins,63
35505,35505,In Transit,21 mins,474
35506,35506,In Transit,40 mins,252
35507,35507,In Transit,81 mins,283
35508,35508,Delivered,53 mins,472
35509,35509,In Transit,67 mins,385
35510,35510,Delivered,53 mins,363
35511,35511,Delivered,22 mins,63
35512,35512,In Transit,114 mins,373
35513,35513,Not Delivered,58 mins,289
35514,35514,Not Delivered,117 mins,366
35515,35515,Not Delivered,53 mins,157
35516,35516,Delivered,109 mins,235
35517,35517,Not Delivered,30 mins,233
35518,35518,Not Delivered,28 mins,423
35519,35519,Not Delivered,32 mins,9
35520,35520,Delivered,83 mins,114
35521,35521,Delivered,90 mins,177
35522,35522,In Transit,60 mins,340
35523,35523,Delivered,72 mins,82
35524,35524,In Transit,62 mins,322
35525,35525,Not Delivered,67 mins,456
35526,35526,Delivered,89 mins,470
35527,35527,Not Delivered,30 mins,178
35528,35528,In Transit,40 mins,282
35529,35529,In Transit,57 mins,1
35530,35530,In Transit,116 mins,1
35531,35531,Delivered,62 mins,498
35532,35532,In Transit,112 mins,271
35533,35533,Not Delivered,91 mins,268
35534,35534,Delivered,120 mins,157
35535,35535,In Transit,19 mins,165
35536,35536,Not Delivered,103 mins,117
35537,35537,Not Delivered,20 mins,380
35538,35538,Delivered,31 mins,399
35539,35539,In Transit,47 mins,367
35540,35540,Delivered,98 mins,292
35541,35541,In Transit,68 mins,155
35542,35542,Not Delivered,66 mins,340
35543,35543,In Transit,93 mins,360
35544,35544,Not Delivered,94 mins,201
35545,35545,In Transit,33 mins,210
35546,35546,Delivered,94 mins,64
35547,35547,Delivered,83 mins,21
35548,35548,Delivered,98 mins,141
35549,35549,Not Delivered,93 mins,380
35550,35550,Delivered,89 mins,312
35551,35551,Delivered,96 mins,70
35552,35552,Not Delivered,17 mins,350
35553,35553,Not Delivered,34 mins,203
35554,35554,Delivered,111 mins,21
35555,35555,Not Delivered,52 mins,447
35556,35556,Delivered,72 mins,106
35557,35557,In Transit,68 mins,32
35558,35558,Delivered,49 mins,283
35559,35559,Delivered,65 mins,18
35560,35560,In Transit,52 mins,359
35561,35561,Delivered,89 mins,135
35562,35562,In Transit,106 mins,175
35563,35563,Not Delivered,71 mins,193
35564,35564,In Transit,84 mins,165
35565,35565,Not Delivered,115 mins,177
35566,35566,Not Delivered,74 mins,414
35567,35567,Delivered,72 mins,278
35568,35568,Not Delivered,90 mins,170
35569,35569,Delivered,23 mins,25
35570,35570,Delivered,28 mins,370
35571,35571,Not Delivered,73 mins,115
35572,35572,In Transit,50 mins,355
35573,35573,Not Delivered,42 mins,62
35574,35574,Not Delivered,37 mins,448
35575,35575,Not Delivered,32 mins,141
35576,35576,In Transit,54 mins,338
35577,35577,Delivered,115 mins,463
35578,35578,Not Delivered,77 mins,417
35579,35579,Delivered,51 mins,132
35580,35580,Delivered,35 mins,365
35581,35581,Delivered,117 mins,446
35582,35582,In Transit,108 mins,145
35583,35583,In Transit,48 mins,426
35584,35584,In Transit,106 mins,323
35585,35585,Not Delivered,56 mins,25
35586,35586,Not Delivered,77 mins,411
35587,35587,In Transit,112 mins,424
35588,35588,Not Delivered,63 mins,450
35589,35589,In Transit,48 mins,46
35590,35590,Not Delivered,92 mins,404
35591,35591,Delivered,37 mins,352
35592,35592,Not Delivered,60 mins,391
35593,35593,Delivered,62 mins,413
35594,35594,Delivered,69 mins,302
35595,35595,In Transit,23 mins,292
35596,35596,Not Delivered,84 mins,246
35597,35597,Delivered,90 mins,332
35598,35598,In Transit,40 mins,483
35599,35599,Not Delivered,28 mins,116
35600,35600,In Transit,83 mins,29
35601,35601,Not Delivered,21 mins,222
35602,35602,Not Delivered,81 mins,299
35603,35603,In Transit,30 mins,95
35604,35604,Not Delivered,104 mins,493
35605,35605,In Transit,115 mins,184
35606,35606,Not Delivered,66 mins,348
35607,35607,Delivered,57 mins,326
35608,35608,Not Delivered,51 mins,472
35609,35609,Delivered,103 mins,369
35610,35610,Delivered,58 mins,195
35611,35611,In Transit,54 mins,12
35612,35612,In Transit,24 mins,21
35613,35613,In Transit,16 mins,472
35614,35614,In Transit,106 mins,50
35615,35615,Delivered,38 mins,194
35616,35616,Delivered,36 mins,258
35617,35617,Not Delivered,108 mins,437
35618,35618,Delivered,42 mins,44
35619,35619,In Transit,92 mins,449
35620,35620,Not Delivered,80 mins,5
35621,35621,In Transit,73 mins,442
35622,35622,Not Delivered,88 mins,29
35623,35623,In Transit,18 mins,343
35624,35624,In Transit,46 mins,289
35625,35625,Delivered,54 mins,500
35626,35626,Not Delivered,112 mins,167
35627,35627,Not Delivered,20 mins,202
35628,35628,Delivered,78 mins,324
35629,35629,Not Delivered,16 mins,78
35630,35630,Delivered,116 mins,36
35631,35631,In Transit,64 mins,267
35632,35632,Not Delivered,28 mins,312
35633,35633,Delivered,116 mins,151
35634,35634,In Transit,18 mins,18
35635,35635,In Transit,92 mins,496
35636,35636,Delivered,97 mins,8
35637,35637,Not Delivered,95 mins,119
35638,35638,Delivered,82 mins,413
35639,35639,Not Delivered,93 mins,360
35640,35640,In Transit,118 mins,74
35641,35641,In Transit,22 mins,163
35642,35642,Not Delivered,31 mins,316
35643,35643,Not Delivered,74 mins,190
35644,35644,Not Delivered,60 mins,89
35645,35645,In Transit,71 mins,464
35646,35646,Delivered,25 mins,35
35647,35647,Not Delivered,19 mins,386
35648,35648,Not Delivered,35 mins,178
35649,35649,Not Delivered,20 mins,182
35650,35650,Delivered,84 mins,144
35651,35651,Delivered,55 mins,170
35652,35652,In Transit,86 mins,266
35653,35653,Delivered,39 mins,52
35654,35654,Not Delivered,104 mins,146
35655,35655,Delivered,41 mins,49
35656,35656,Not Delivered,47 mins,372
35657,35657,Delivered,25 mins,196
35658,35658,Delivered,75 mins,400
35659,35659,Not Delivered,65 mins,486
35660,35660,Delivered,62 mins,11
35661,35661,Delivered,77 mins,350
35662,35662,Not Delivered,105 mins,25
35663,35663,In Transit,69 mins,66
35664,35664,In Transit,87 mins,202
35665,35665,Delivered,77 mins,386
35666,35666,In Transit,57 mins,173
35667,35667,Delivered,87 mins,404
35668,35668,Not Delivered,98 mins,116
35669,35669,Not Delivered,36 mins,430
35670,35670,Delivered,117 mins,303
35671,35671,Delivered,28 mins,230
35672,35672,Delivered,73 mins,136
35673,35673,Delivered,27 mins,86
35674,35674,Delivered,47 mins,475
35675,35675,In Transit,103 mins,267
35676,35676,In Transit,76 mins,159
35677,35677,Delivered,40 mins,367
35678,35678,Delivered,73 mins,324
35679,35679,Delivered,108 mins,410
35680,35680,In Transit,46 mins,459
35681,35681,In Transit,58 mins,496
35682,35682,Delivered,114 mins,353
35683,35683,Delivered,31 mins,267
35684,35684,Not Delivered,102 mins,51
35685,35685,Not Delivered,51 mins,212
35686,35686,Not Delivered,108 mins,249
35687,35687,In Transit,118 mins,333
35688,35688,Delivered,59 mins,129
35689,35689,In Transit,51 mins,289
35690,35690,In Transit,31 mins,369
35691,35691,Delivered,93 mins,144
35692,35692,Delivered,107 mins,328
35693,35693,Delivered,77 mins,260
35694,35694,Delivered,88 mins,256
35695,35695,In Transit,16 mins,19
35696,35696,In Transit,29 mins,439
35697,35697,Not Delivered,63 mins,207
35698,35698,In Transit,44 mins,108
35699,35699,Not Delivered,120 mins,139
35700,35700,Not Delivered,21 mins,405
35701,35701,Delivered,76 mins,284
35702,35702,In Transit,61 mins,495
35703,35703,Not Delivered,118 mins,80
35704,35704,In Transit,79 mins,208
35705,35705,Delivered,68 mins,489
35706,35706,Not Delivered,86 mins,322
35707,35707,Not Delivered,24 mins,21
35708,35708,Delivered,58 mins,212
35709,35709,Not Delivered,94 mins,200
35710,35710,Not Delivered,69 mins,441
35711,35711,Not Delivered,37 mins,178
35712,35712,Delivered,66 mins,284
35713,35713,Not Delivered,58 mins,449
35714,35714,Not Delivered,23 mins,295
35715,35715,Not Delivered,42 mins,425
35716,35716,Not Delivered,54 mins,474
35717,35717,Not Delivered,15 mins,184
35718,35718,Not Delivered,98 mins,105
35719,35719,Not Delivered,108 mins,136
35720,35720,In Transit,98 mins,376
35721,35721,Not Delivered,20 mins,12
35722,35722,In Transit,58 mins,217
35723,35723,Delivered,75 mins,194
35724,35724,Not Delivered,16 mins,28
35725,35725,Not Delivered,52 mins,451
35726,35726,In Transit,49 mins,323
35727,35727,In Transit,20 mins,156
35728,35728,Not Delivered,118 mins,344
35729,35729,Not Delivered,51 mins,130
35730,35730,Delivered,37 mins,44
35731,35731,Not Delivered,107 mins,437
35732,35732,In Transit,47 mins,447
35733,35733,Not Delivered,48 mins,365
35734,35734,In Transit,74 mins,96
35735,35735,Delivered,81 mins,247
35736,35736,In Transit,22 mins,246
35737,35737,Not Delivered,66 mins,358
35738,35738,In Transit,41 mins,36
35739,35739,In Transit,28 mins,10
35740,35740,Not Delivered,101 mins,491
35741,35741,In Transit,40 mins,334
35742,35742,In Transit,85 mins,206
35743,35743,Not Delivered,80 mins,336
35744,35744,In Transit,16 mins,428
35745,35745,Delivered,50 mins,48
35746,35746,Delivered,106 mins,305
35747,35747,Delivered,27 mins,132
35748,35748,Not Delivered,17 mins,203
35749,35749,Not Delivered,28 mins,433
35750,35750,Not Delivered,85 mins,294
35751,35751,In Transit,66 mins,31
35752,35752,Not Delivered,15 mins,315
35753,35753,Delivered,64 mins,322
35754,35754,Delivered,29 mins,101
35755,35755,In Transit,36 mins,107
35756,35756,Delivered,67 mins,228
35757,35757,In Transit,56 mins,32
35758,35758,Not Delivered,78 mins,285
35759,35759,Not Delivered,35 mins,274
35760,35760,Delivered,110 mins,490
35761,35761,Not Delivered,34 mins,474
35762,35762,In Transit,78 mins,369
35763,35763,Delivered,86 mins,242
35764,35764,Not Delivered,116 mins,152
35765,35765,Not Delivered,59 mins,43
35766,35766,In Transit,39 mins,57
35767,35767,Not Delivered,54 mins,224
35768,35768,Not Delivered,22 mins,278
35769,35769,In Transit,36 mins,114
35770,35770,Not Delivered,63 mins,434
35771,35771,Delivered,58 mins,258
35772,35772,In Transit,25 mins,260
35773,35773,Not Delivered,52 mins,293
35774,35774,Not Delivered,75 mins,455
35775,35775,Delivered,110 mins,13
35776,35776,Not Delivered,104 mins,457
35777,35777,Delivered,45 mins,168
35778,35778,In Transit,65 mins,356
35779,35779,In Transit,59 mins,384
35780,35780,Not Delivered,36 mins,287
35781,35781,Not Delivered,25 mins,267
35782,35782,In Transit,109 mins,455
35783,35783,Not Delivered,62 mins,16
35784,35784,In Transit,59 mins,358
35785,35785,In Transit,108 mins,336
35786,35786,Not Delivered,62 mins,290
35787,35787,In Transit,33 mins,15
35788,35788,Delivered,97 mins,282
35789,35789,Not Delivered,112 mins,225
35790,35790,In Transit,109 mins,199
35791,35791,Delivered,84 mins,57
35792,35792,Delivered,81 mins,70
35793,35793,Not Delivered,41 mins,85
35794,35794,Not Delivered,20 mins,276
35795,35795,In Transit,112 mins,314
35796,35796,Not Delivered,96 mins,177
35797,35797,In Transit,68 mins,120
35798,35798,Not Delivered,55 mins,292
35799,35799,Not Delivered,17 mins,456
35800,35800,Delivered,72 mins,383
35801,35801,Not Delivered,81 mins,401
35802,35802,Not Delivered,74 mins,249
35803,35803,Not Delivered,39 mins,140
35804,35804,Not Delivered,117 mins,233
35805,35805,Delivered,76 mins,136
35806,35806,Not Delivered,58 mins,2
35807,35807,In Transit,90 mins,500
35808,35808,In Transit,91 mins,21
35809,35809,In Transit,86 mins,165
35810,35810,Not Delivered,54 mins,50
35811,35811,Delivered,71 mins,253
35812,35812,Delivered,29 mins,245
35813,35813,In Transit,43 mins,140
35814,35814,Delivered,87 mins,278
35815,35815,Not Delivered,115 mins,467
35816,35816,Delivered,73 mins,136
35817,35817,Delivered,116 mins,232
35818,35818,In Transit,19 mins,160
35819,35819,Delivered,107 mins,302
35820,35820,In Transit,107 mins,266
35821,35821,Delivered,30 mins,172
35822,35822,Not Delivered,20 mins,102
35823,35823,Delivered,24 mins,382
35824,35824,Not Delivered,101 mins,254
35825,35825,Delivered,38 mins,228
35826,35826,Delivered,93 mins,126
35827,35827,Not Delivered,73 mins,2
35828,35828,Not Delivered,55 mins,371
35829,35829,Delivered,107 mins,119
35830,35830,Delivered,68 mins,216
35831,35831,Delivered,48 mins,348
35832,35832,Delivered,32 mins,150
35833,35833,Not Delivered,26 mins,57
35834,35834,In Transit,71 mins,243
35835,35835,Delivered,89 mins,482
35836,35836,In Transit,33 mins,86
35837,35837,Not Delivered,92 mins,208
35838,35838,Not Delivered,55 mins,180
35839,35839,In Transit,87 mins,127
35840,35840,Delivered,58 mins,161
35841,35841,Not Delivered,31 mins,246
35842,35842,Delivered,34 mins,138
35843,35843,Not Delivered,72 mins,489
35844,35844,Not Delivered,63 mins,414
35845,35845,Not Delivered,22 mins,191
35846,35846,Delivered,109 mins,264
35847,35847,In Transit,28 mins,300
35848,35848,Not Delivered,46 mins,451
35849,35849,Not Delivered,74 mins,21
35850,35850,In Transit,91 mins,401
35851,35851,Delivered,77 mins,417
35852,35852,Not Delivered,74 mins,235
35853,35853,In Transit,40 mins,78
35854,35854,Delivered,18 mins,430
35855,35855,Delivered,108 mins,234
35856,35856,In Transit,90 mins,395
35857,35857,In Transit,102 mins,147
35858,35858,Delivered,99 mins,405
35859,35859,Not Delivered,117 mins,466
35860,35860,In Transit,75 mins,360
35861,35861,In Transit,58 mins,123
35862,35862,In Transit,119 mins,157
35863,35863,Not Delivered,105 mins,386
35864,35864,Delivered,79 mins,41
35865,35865,In Transit,36 mins,47
35866,35866,Delivered,112 mins,1
35867,35867,Delivered,38 mins,327
35868,35868,Not Delivered,67 mins,477
35869,35869,Delivered,105 mins,133
35870,35870,In Transit,109 mins,36
35871,35871,Delivered,108 mins,54
35872,35872,Delivered,43 mins,291
35873,35873,In Transit,92 mins,214
35874,35874,Delivered,44 mins,162
35875,35875,Delivered,20 mins,168
35876,35876,Delivered,38 mins,298
35877,35877,Not Delivered,49 mins,451
35878,35878,Delivered,107 mins,147
35879,35879,Delivered,31 mins,230
35880,35880,Delivered,22 mins,24
35881,35881,Not Delivered,44 mins,35
35882,35882,Delivered,34 mins,372
35883,35883,Delivered,15 mins,410
35884,35884,Not Delivered,16 mins,335
35885,35885,Delivered,74 mins,149
35886,35886,In Transit,32 mins,470
35887,35887,Not Delivered,46 mins,154
35888,35888,Delivered,76 mins,490
35889,35889,Delivered,111 mins,93
35890,35890,In Transit,69 mins,227
35891,35891,Delivered,31 mins,330
35892,35892,Not Delivered,29 mins,238
35893,35893,In Transit,32 mins,384
35894,35894,Not Delivered,71 mins,13
35895,35895,In Transit,68 mins,161
35896,35896,Delivered,33 mins,67
35897,35897,In Transit,98 mins,217
35898,35898,Not Delivered,76 mins,487
35899,35899,Delivered,104 mins,354
35900,35900,Delivered,118 mins,462
35901,35901,In Transit,69 mins,245
35902,35902,Delivered,93 mins,433
35903,35903,Not Delivered,16 mins,150
35904,35904,In Transit,73 mins,464
35905,35905,Not Delivered,99 mins,420
35906,35906,Not Delivered,38 mins,111
35907,35907,Not Delivered,76 mins,130
35908,35908,Not Delivered,84 mins,203
35909,35909,Delivered,41 mins,421
35910,35910,Not Delivered,20 mins,309
35911,35911,Not Delivered,45 mins,463
35912,35912,Delivered,97 mins,310
35913,35913,Delivered,87 mins,41
35914,35914,Not Delivered,57 mins,296
35915,35915,Not Delivered,105 mins,388
35916,35916,In Transit,33 mins,471
35917,35917,In Transit,46 mins,99
35918,35918,Not Delivered,109 mins,425
35919,35919,Not Delivered,26 mins,179
35920,35920,Not Delivered,63 mins,414
35921,35921,In Transit,52 mins,289
35922,35922,Not Delivered,50 mins,378
35923,35923,Delivered,85 mins,62
35924,35924,In Transit,48 mins,117
35925,35925,In Transit,84 mins,323
35926,35926,Delivered,60 mins,312
35927,35927,Delivered,88 mins,121
35928,35928,Delivered,15 mins,410
35929,35929,Delivered,93 mins,138
35930,35930,Delivered,54 mins,325
35931,35931,Delivered,72 mins,192
35932,35932,In Transit,111 mins,143
35933,35933,Delivered,95 mins,89
35934,35934,Delivered,64 mins,155
35935,35935,Delivered,97 mins,235
35936,35936,Delivered,116 mins,275
35937,35937,Not Delivered,112 mins,284
35938,35938,Delivered,69 mins,138
35939,35939,In Transit,73 mins,391
35940,35940,In Transit,99 mins,455
35941,35941,In Transit,82 mins,192
35942,35942,Delivered,75 mins,227
35943,35943,Delivered,38 mins,109
35944,35944,In Transit,44 mins,366
35945,35945,Not Delivered,26 mins,281
35946,35946,Delivered,50 mins,389
35947,35947,In Transit,65 mins,252
35948,35948,In Transit,23 mins,478
35949,35949,Delivered,97 mins,4
35950,35950,In Transit,29 mins,315
35951,35951,Not Delivered,110 mins,29
35952,35952,Not Delivered,113 mins,227
35953,35953,Not Delivered,112 mins,168
35954,35954,Not Delivered,97 mins,184
35955,35955,Delivered,37 mins,238
35956,35956,In Transit,50 mins,168
35957,35957,Not Delivered,98 mins,419
35958,35958,Delivered,106 mins,34
35959,35959,In Transit,102 mins,299
35960,35960,In Transit,18 mins,418
35961,35961,In Transit,78 mins,41
35962,35962,In Transit,50 mins,375
35963,35963,Not Delivered,91 mins,251
35964,35964,Not Delivered,18 mins,164
35965,35965,Not Delivered,23 mins,238
35966,35966,Delivered,65 mins,308
35967,35967,In Transit,86 mins,36
35968,35968,In Transit,41 mins,80
35969,35969,Delivered,21 mins,9
35970,35970,Delivered,62 mins,332
35971,35971,Delivered,85 mins,406
35972,35972,In Transit,86 mins,438
35973,35973,Not Delivered,35 mins,457
35974,35974,Delivered,67 mins,311
35975,35975,Not Delivered,85 mins,401
35976,35976,Not Delivered,48 mins,408
35977,35977,In Transit,53 mins,414
35978,35978,In Transit,75 mins,495
35979,35979,Delivered,15 mins,209
35980,35980,Delivered,32 mins,230
35981,35981,Not Delivered,71 mins,447
35982,35982,In Transit,108 mins,140
35983,35983,Delivered,71 mins,179
35984,35984,Delivered,60 mins,434
35985,35985,In Transit,78 mins,371
35986,35986,In Transit,92 mins,55
35987,35987,Delivered,56 mins,207
35988,35988,Not Delivered,25 mins,96
35989,35989,In Transit,116 mins,223
35990,35990,Not Delivered,86 mins,152
35991,35991,Not Delivered,49 mins,454
35992,35992,Not Delivered,65 mins,153
35993,35993,Delivered,69 mins,278
35994,35994,Not Delivered,44 mins,298
35995,35995,In Transit,35 mins,291
35996,35996,In Transit,36 mins,475
35997,35997,Delivered,73 mins,23
35998,35998,Delivered,26 mins,103
35999,35999,Not Delivered,69 mins,418
36000,36000,Delivered,46 mins,108
36001,36001,Delivered,69 mins,99
36002,36002,Delivered,45 mins,362
36003,36003,Not Delivered,100 mins,296
36004,36004,Delivered,112 mins,129
36005,36005,Delivered,20 mins,26
36006,36006,Delivered,55 mins,400
36007,36007,In Transit,74 mins,222
36008,36008,In Transit,101 mins,403
36009,36009,Delivered,19 mins,50
36010,36010,Not Delivered,107 mins,123
36011,36011,Not Delivered,30 mins,1
36012,36012,Delivered,111 mins,49
36013,36013,In Transit,68 mins,198
36014,36014,Not Delivered,19 mins,214
36015,36015,Not Delivered,88 mins,183
36016,36016,In Transit,99 mins,415
36017,36017,Delivered,72 mins,272
36018,36018,In Transit,20 mins,463
36019,36019,In Transit,106 mins,449
36020,36020,Not Delivered,107 mins,422
36021,36021,Not Delivered,43 mins,477
36022,36022,Not Delivered,119 mins,203
36023,36023,Delivered,22 mins,448
36024,36024,In Transit,96 mins,329
36025,36025,In Transit,104 mins,119
36026,36026,Delivered,68 mins,159
36027,36027,Delivered,37 mins,341
36028,36028,In Transit,97 mins,294
36029,36029,In Transit,115 mins,404
36030,36030,In Transit,87 mins,50
36031,36031,Delivered,21 mins,138
36032,36032,Delivered,37 mins,49
36033,36033,Not Delivered,76 mins,327
36034,36034,In Transit,27 mins,87
36035,36035,Not Delivered,97 mins,495
36036,36036,Delivered,37 mins,460
36037,36037,In Transit,46 mins,32
36038,36038,Not Delivered,22 mins,215
36039,36039,Delivered,45 mins,315
36040,36040,In Transit,115 mins,242
36041,36041,Delivered,110 mins,419
36042,36042,In Transit,15 mins,287
36043,36043,Not Delivered,73 mins,212
36044,36044,In Transit,93 mins,136
36045,36045,Not Delivered,36 mins,86
36046,36046,Not Delivered,70 mins,185
36047,36047,Not Delivered,77 mins,322
36048,36048,Delivered,113 mins,41
36049,36049,Not Delivered,58 mins,233
